净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2020-03-24,0.582,0.582,1.04%,开放申购,开放赎回,
2020-03-23,0.576,0.576,-4.48%,开放申购,开放赎回,
2020-03-20,0.603,0.603,1.17%,开放申购,开放赎回,
2020-03-19,0.596,0.596,1.71%,开放申购,开放赎回,
2020-03-18,0.586,0.586,-1.35%,开放申购,开放赎回,
2020-03-17,0.594,0.594,0.00%,开放申购,开放赎回,
2020-03-16,0.594,0.594,-5.71%,开放申购,开放赎回,
2020-03-13,0.63,0.63,-0.63%,开放申购,开放赎回,
2020-03-12,0.634,0.634,-1.40%,开放申购,开放赎回,
2020-03-11,0.643,0.643,-1.83%,开放申购,开放赎回,
2020-03-10,0.655,0.655,2.99%,开放申购,开放赎回,
2020-03-09,0.636,0.636,-4.79%,开放申购,开放赎回,
2020-03-06,0.668,0.668,-0.74%,开放申购,开放赎回,
2020-03-05,0.673,0.673,1.36%,开放申购,开放赎回,
2020-03-04,0.664,0.664,-1.19%,开放申购,开放赎回,
2020-03-03,0.672,0.672,0.60%,开放申购,开放赎回,
2020-03-02,0.668,0.668,1.98%,开放申购,开放赎回,
2020-02-28,0.655,0.655,-3.39%,开放申购,开放赎回,
2020-02-27,0.678,0.678,0.00%,开放申购,开放赎回,
2020-02-26,0.678,0.678,-3.56%,开放申购,开放赎回,
2020-02-25,0.703,0.703,0.86%,开放申购,开放赎回,
2020-02-24,0.697,0.697,2.05%,开放申购,开放赎回,
2020-02-21,0.683,0.683,1.64%,开放申购,开放赎回,
2020-02-20,0.672,0.672,2.28%,开放申购,开放赎回,
2020-02-19,0.657,0.657,-2.09%,开放申购,开放赎回,
2020-02-18,0.671,0.671,0.60%,开放申购,开放赎回,
2020-02-17,0.667,0.667,2.77%,开放申购,开放赎回,
2020-02-14,0.649,0.649,0.78%,开放申购,开放赎回,
2020-02-13,0.644,0.644,-0.16%,开放申购,开放赎回,
2020-02-12,0.645,0.645,2.06%,开放申购,开放赎回,
2020-02-11,0.632,0.632,0.80%,开放申购,开放赎回,
2020-02-10,0.627,0.627,0.00%,开放申购,开放赎回,
2020-02-07,0.627,0.627,0.80%,开放申购,开放赎回,
2020-02-06,0.622,0.622,2.98%,开放申购,开放赎回,
2020-02-05,0.604,0.604,1.17%,开放申购,开放赎回,
2020-02-04,0.597,0.597,3.29%,开放申购,开放赎回,
2020-02-03,0.578,0.578,-7.07%,开放申购,开放赎回,
2020-01-23,0.622,0.622,-2.66%,开放申购,开放赎回,
2020-01-22,0.639,0.639,1.91%,开放申购,开放赎回,
2020-01-21,0.627,0.627,-0.79%,开放申购,开放赎回,
2020-01-20,0.632,0.632,2.27%,开放申购,开放赎回,
2020-01-17,0.618,0.618,-0.16%,开放申购,开放赎回,
2020-01-16,0.619,0.619,0.32%,开放申购,开放赎回,
2020-01-15,0.617,0.617,0.49%,开放申购,开放赎回,
2020-01-14,0.614,0.614,-0.16%,开放申购,开放赎回,
2020-01-13,0.615,0.615,1.82%,开放申购,开放赎回,
2020-01-10,0.604,0.604,0.50%,开放申购,开放赎回,
2020-01-09,0.601,0.601,1.69%,开放申购,开放赎回,
2020-01-08,0.591,0.591,-1.34%,开放申购,开放赎回,
2020-01-07,0.599,0.599,0.67%,开放申购,开放赎回,
2020-01-06,0.595,0.595,0.51%,开放申购,开放赎回,
2020-01-03,0.592,0.592,0.34%,开放申购,开放赎回,
2020-01-02,0.59,0.59,1.90%,开放申购,开放赎回,
2019-12-31,0.579,0.579,0.52%,开放申购,开放赎回,
2019-12-30,0.576,0.576,0.70%,开放申购,开放赎回,
2019-12-27,0.572,0.572,-1.21%,开放申购,开放赎回,
2019-12-26,0.579,0.579,0.17%,开放申购,开放赎回,
2019-12-25,0.578,0.578,0.70%,开放申购,开放赎回,
2019-12-24,0.574,0.574,0.88%,开放申购,开放赎回,
2019-12-23,0.569,0.569,-1.39%,开放申购,开放赎回,
2019-12-20,0.577,0.577,-0.52%,开放申购,开放赎回,
2019-12-19,0.58,0.58,-0.68%,开放申购,开放赎回,
2019-12-18,0.584,0.584,-0.17%,开放申购,开放赎回,
2019-12-17,0.585,0.585,0.69%,开放申购,开放赎回,
2019-12-16,0.581,0.581,1.40%,开放申购,开放赎回,
2019-12-13,0.573,0.573,0.88%,开放申购,开放赎回,
2019-12-12,0.568,0.568,0.00%,开放申购,开放赎回,
2019-12-11,0.568,0.568,-0.18%,开放申购,开放赎回,
2019-12-10,0.569,0.569,0.71%,开放申购,开放赎回,
2019-12-09,0.565,0.565,0.00%,开放申购,开放赎回,
2019-12-06,0.565,0.565,0.53%,开放申购,开放赎回,
2019-12-05,0.562,0.562,0.72%,开放申购,开放赎回,
2019-12-04,0.558,0.558,-0.18%,开放申购,开放赎回,
2019-12-03,0.559,0.559,0.00%,开放申购,开放赎回,
2019-12-02,0.559,0.559,0.36%,开放申购,开放赎回,
2019-11-29,0.557,0.557,0.00%,开放申购,开放赎回,
2019-11-28,0.557,0.557,0.00%,开放申购,开放赎回,
2019-11-27,0.557,0.557,0.18%,开放申购,开放赎回,
2019-11-26,0.556,0.556,0.00%,开放申购,开放赎回,
2019-11-25,0.556,0.556,-0.18%,开放申购,开放赎回,
2019-11-22,0.557,0.557,-0.36%,开放申购,开放赎回,
2019-11-21,0.559,0.559,-0.18%,开放申购,开放赎回,
2019-11-20,0.56,0.56,-0.18%,开放申购,开放赎回,
2019-11-19,0.561,0.561,0.36%,开放申购,开放赎回,
2019-11-18,0.559,0.559,-0.18%,开放申购,开放赎回,
2019-11-15,0.56,0.56,-0.18%,开放申购,开放赎回,
2019-11-14,0.561,0.561,0.18%,开放申购,开放赎回,
2019-11-13,0.56,0.56,0.00%,开放申购,开放赎回,
2019-11-12,0.56,0.56,0.00%,开放申购,开放赎回,
2019-11-11,0.56,0.56,-0.36%,开放申购,开放赎回,
2019-11-08,0.562,0.562,-0.35%,开放申购,开放赎回,
2019-11-07,0.564,0.564,-0.18%,开放申购,开放赎回,
2019-11-06,0.565,0.565,0.18%,开放申购,开放赎回,
2019-11-05,0.564,0.564,0.71%,开放申购,开放赎回,
2019-11-04,0.56,0.56,0.36%,开放申购,开放赎回,
2019-11-01,0.558,0.558,0.36%,开放申购,开放赎回,
2019-10-31,0.556,0.556,-0.36%,开放申购,开放赎回,
2019-10-30,0.558,0.558,0.00%,开放申购,开放赎回,
2019-10-29,0.558,0.558,-0.18%,开放申购,开放赎回,
2019-10-28,0.559,0.559,0.18%,开放申购,开放赎回,
2019-10-25,0.558,0.558,0.36%,开放申购,开放赎回,
2019-10-24,0.556,0.556,0.18%,开放申购,开放赎回,
2019-10-23,0.555,0.555,-0.18%,开放申购,开放赎回,
2019-10-22,0.556,0.556,0.00%,开放申购,开放赎回,
2019-10-21,0.556,0.556,0.18%,开放申购,开放赎回,
2019-10-18,0.555,0.555,-0.36%,开放申购,开放赎回,
2019-10-17,0.557,0.557,0.00%,开放申购,开放赎回,
2019-10-16,0.557,0.557,-0.36%,开放申购,开放赎回,
2019-10-15,0.559,0.559,-0.36%,开放申购,开放赎回,
2019-10-14,0.561,0.561,0.54%,开放申购,开放赎回,
2019-10-11,0.558,0.558,0.36%,开放申购,开放赎回,
2019-10-10,0.556,0.556,0.36%,开放申购,开放赎回,
2019-10-09,0.554,0.554,0.00%,开放申购,开放赎回,
2019-10-08,0.554,0.554,0.54%,开放申购,开放赎回,
2019-09-30,0.551,0.551,-0.72%,开放申购,开放赎回,
2019-09-27,0.555,0.555,0.36%,开放申购,开放赎回,
2019-09-26,0.553,0.553,-0.54%,开放申购,开放赎回,
2019-09-25,0.556,0.556,-0.18%,开放申购,开放赎回,
2019-09-24,0.557,0.557,0.36%,开放申购,开放赎回,
2019-09-23,0.555,0.555,-0.36%,开放申购,开放赎回,
2019-09-20,0.557,0.557,0.18%,开放申购,开放赎回,
2019-09-19,0.556,0.556,0.18%,开放申购,开放赎回,
2019-09-18,0.555,0.555,0.73%,开放申购,开放赎回,
2019-09-17,0.551,0.551,-0.72%,开放申购,开放赎回,
2019-09-16,0.555,0.555,0.00%,开放申购,开放赎回,
2019-09-12,0.555,0.555,0.54%,开放申购,开放赎回,
2019-09-11,0.552,0.552,-1.08%,开放申购,开放赎回,
2019-09-10,0.558,0.558,-0.71%,开放申购,开放赎回,
2019-09-09,0.562,0.562,1.63%,开放申购,开放赎回,
2019-09-06,0.553,0.553,0.55%,开放申购,开放赎回,
2019-09-05,0.55,0.55,1.10%,开放申购,开放赎回,
2019-09-04,0.544,0.544,0.55%,开放申购,开放赎回,
2019-09-03,0.541,0.541,0.56%,开放申购,开放赎回,
2019-09-02,0.538,0.538,1.70%,开放申购,开放赎回,
2019-08-30,0.529,0.529,-0.19%,开放申购,开放赎回,
2019-08-29,0.53,0.53,0.57%,开放申购,开放赎回,
2019-08-28,0.527,0.527,-0.38%,开放申购,开放赎回,
2019-08-27,0.529,0.529,1.34%,开放申购,开放赎回,
2019-08-26,0.522,0.522,-0.76%,开放申购,开放赎回,
2019-08-23,0.526,0.526,0.19%,开放申购,开放赎回,
2019-08-22,0.525,0.525,0.38%,开放申购,开放赎回,
2019-08-21,0.523,0.523,-0.19%,开放申购,开放赎回,
2019-08-20,0.524,0.524,-0.38%,开放申购,开放赎回,
2019-08-19,0.526,0.526,2.14%,开放申购,开放赎回,
2019-08-16,0.515,0.515,0.19%,开放申购,开放赎回,
2019-08-15,0.514,0.514,0.59%,开放申购,开放赎回,
2019-08-14,0.511,0.511,0.20%,开放申购,开放赎回,
2019-08-13,0.51,0.51,-0.39%,开放申购,开放赎回,
2019-08-12,0.512,0.512,1.19%,开放申购,开放赎回,
2019-08-09,0.506,0.506,-0.98%,开放申购,开放赎回,
2019-08-08,0.511,0.511,1.59%,开放申购,开放赎回,
2019-08-07,0.503,0.503,-0.59%,开放申购,开放赎回,
2019-08-06,0.506,0.506,-0.20%,开放申购,开放赎回,
2019-08-05,0.507,0.507,-1.17%,开放申购,开放赎回,
2019-08-02,0.513,0.513,-0.77%,开放申购,开放赎回,
2019-08-01,0.517,0.517,-0.19%,开放申购,开放赎回,
2019-07-31,0.518,0.518,0.19%,开放申购,开放赎回,
2019-07-30,0.517,0.517,0.00%,开放申购,开放赎回,
2019-07-29,0.517,0.517,0.19%,开放申购,开放赎回,
2019-07-26,0.516,0.516,-0.39%,开放申购,开放赎回,
2019-07-25,0.518,0.518,0.78%,开放申购,开放赎回,
2019-07-24,0.514,0.514,0.39%,开放申购,开放赎回,
2019-07-23,0.512,0.512,0.20%,开放申购,开放赎回,
2019-07-22,0.511,0.511,-0.58%,开放申购,开放赎回,
2019-07-19,0.514,0.514,0.39%,开放申购,开放赎回,
2019-07-18,0.512,0.512,-0.97%,开放申购,开放赎回,
2019-07-17,0.517,0.517,-0.19%,开放申购,开放赎回,
2019-07-16,0.518,0.518,0.00%,开放申购,开放赎回,
2019-07-15,0.518,0.518,0.39%,开放申购,开放赎回,
2019-07-12,0.516,0.516,0.00%,开放申购,开放赎回,
2019-07-11,0.516,0.516,0.00%,开放申购,开放赎回,
2019-07-10,0.516,0.516,0.00%,开放申购,开放赎回,
2019-07-09,0.516,0.516,0.19%,开放申购,开放赎回,
2019-07-08,0.515,0.515,-0.58%,开放申购,开放赎回,
2019-07-05,0.518,0.518,0.58%,开放申购,开放赎回,
2019-07-04,0.515,0.515,-0.39%,开放申购,开放赎回,
2019-07-03,0.517,0.517,-0.77%,开放申购,开放赎回,
2019-07-02,0.521,0.521,0.00%,开放申购,开放赎回,
2019-07-01,0.521,0.521,1.76%,开放申购,开放赎回,
2019-06-30,0.512,0.512,,开放申购,开放赎回,
2019-06-28,0.512,0.512,0.20%,开放申购,开放赎回,
2019-06-27,0.511,0.511,0.59%,开放申购,开放赎回,
2019-06-26,0.508,0.508,0.20%,开放申购,开放赎回,
2019-06-25,0.507,0.507,-0.39%,开放申购,开放赎回,
2019-06-24,0.509,0.509,0.00%,开放申购,开放赎回,
2019-06-21,0.509,0.509,0.79%,开放申购,开放赎回,
2019-06-20,0.505,0.505,1.61%,开放申购,开放赎回,
2019-06-19,0.497,0.497,0.20%,开放申购,开放赎回,
2019-06-18,0.496,0.496,-0.20%,开放申购,开放赎回,
2019-06-17,0.497,0.497,0.00%,开放申购,开放赎回,
2019-06-14,0.497,0.497,-0.40%,开放申购,开放赎回,
2019-06-13,0.499,0.499,0.00%,开放申购,开放赎回,
2019-06-12,0.499,0.499,-0.20%,开放申购,开放赎回,
2019-06-11,0.5,0.5,1.01%,开放申购,开放赎回,
2019-06-10,0.495,0.495,0.61%,开放申购,开放赎回,
2019-06-06,0.492,0.492,-0.61%,开放申购,开放赎回,
2019-06-05,0.495,0.495,0.20%,开放申购,开放赎回,
2019-06-04,0.494,0.494,-0.40%,开放申购,开放赎回,
2019-06-03,0.496,0.496,0.40%,开放申购,开放赎回,
2019-05-31,0.494,0.494,-0.20%,开放申购,开放赎回,
2019-05-30,0.495,0.495,-0.40%,开放申购,开放赎回,
2019-05-29,0.497,0.497,0.00%,开放申购,开放赎回,
2019-05-28,0.497,0.497,0.40%,开放申购,开放赎回,
2019-05-27,0.495,0.495,0.61%,开放申购,开放赎回,
2019-05-24,0.492,0.492,0.00%,开放申购,开放赎回,
2019-05-23,0.492,0.492,-1.01%,开放申购,开放赎回,
2019-05-22,0.497,0.497,0.20%,开放申购,开放赎回,
2019-05-21,0.496,0.496,0.20%,开放申购,开放赎回,
2019-05-20,0.495,0.495,-0.40%,开放申购,开放赎回,
2019-05-17,0.497,0.497,-0.60%,开放申购,开放赎回,
2019-05-16,0.5,0.5,0.00%,开放申购,开放赎回,
2019-05-15,0.5,0.5,0.60%,开放申购,开放赎回,
2019-05-14,0.497,0.497,0.00%,开放申购,开放赎回,
2019-05-13,0.497,0.497,-0.40%,开放申购,开放赎回,
2019-05-10,0.499,0.499,0.40%,开放申购,开放赎回,
2019-05-09,0.497,0.497,-0.20%,开放申购,开放赎回,
2019-05-08,0.498,0.498,-0.20%,开放申购,开放赎回,
2019-05-07,0.499,0.499,0.00%,开放申购,开放赎回,
2019-05-06,0.499,0.499,-0.80%,开放申购,开放赎回,
2019-04-30,0.503,0.503,-0.40%,开放申购,开放赎回,
2019-04-29,0.505,0.505,-0.39%,开放申购,开放赎回,
2019-04-26,0.507,0.507,0.40%,开放申购,开放赎回,
2019-04-25,0.505,0.505,-1.17%,开放申购,开放赎回,
2019-04-24,0.511,0.511,0.20%,开放申购,开放赎回,
2019-04-23,0.51,0.51,-0.97%,开放申购,开放赎回,
2019-04-22,0.515,0.515,-0.39%,开放申购,开放赎回,
2019-04-19,0.517,0.517,0.19%,开放申购,开放赎回,
2019-04-18,0.516,0.516,-0.39%,开放申购,开放赎回,
2019-04-17,0.518,0.518,0.19%,开放申购,开放赎回,
2019-04-16,0.517,0.517,1.37%,开放申购,开放赎回,
2019-04-15,0.51,0.51,-0.39%,开放申购,开放赎回,
2019-04-12,0.512,0.512,-0.19%,开放申购,开放赎回,
2019-04-11,0.513,0.513,-0.97%,开放申购,开放赎回,
2019-04-10,0.518,0.518,-0.19%,开放申购,开放赎回,
2019-04-09,0.519,0.519,-0.19%,开放申购,开放赎回,
2019-04-08,0.52,0.52,-0.38%,开放申购,开放赎回,
2019-04-04,0.522,0.522,0.00%,开放申购,开放赎回,
2019-04-03,0.522,0.522,0.38%,开放申购,开放赎回,
2019-04-02,0.52,0.52,0.00%,开放申购,开放赎回,
2019-04-01,0.52,0.52,2.16%,开放申购,开放赎回,
2019-03-29,0.509,0.509,1.39%,开放申购,开放赎回,
2019-03-28,0.502,0.502,0.00%,开放申购,开放赎回,
2019-03-27,0.502,0.502,0.00%,开放申购,开放赎回,
2019-03-26,0.502,0.502,-1.76%,开放申购,开放赎回,
2019-03-25,0.511,0.511,-0.20%,开放申购,开放赎回,
2019-03-22,0.512,0.512,0.39%,开放申购,开放赎回,
2019-03-21,0.51,0.51,0.79%,开放申购,开放赎回,
2019-03-20,0.506,0.506,-0.20%,开放申购,开放赎回,
2019-03-19,0.507,0.507,0.60%,开放申购,开放赎回,
2019-03-18,0.504,0.504,1.00%,开放申购,开放赎回,
2019-03-15,0.499,0.499,0.40%,开放申购,开放赎回,
2019-03-14,0.497,0.497,-1.78%,开放申购,开放赎回,
2019-03-13,0.506,0.506,-2.69%,开放申购,开放赎回,
2019-03-12,0.52,0.52,1.36%,开放申购,开放赎回,
2019-03-11,0.513,0.513,3.43%,开放申购,开放赎回,
2019-03-08,0.496,0.496,-2.55%,开放申购,开放赎回,
2019-03-07,0.509,0.509,0.39%,开放申购,开放赎回,
2019-03-06,0.507,0.507,0.40%,开放申购,开放赎回,
2019-03-05,0.505,0.505,2.64%,开放申购,开放赎回,
2019-03-04,0.492,0.492,1.86%,开放申购,开放赎回,
2019-03-01,0.483,0.483,0.00%,开放申购,开放赎回,
2019-02-28,0.483,0.483,0.42%,开放申购,开放赎回,
2019-02-27,0.481,0.481,-0.41%,开放申购,开放赎回,
2019-02-26,0.483,0.483,-1.43%,开放申购,开放赎回,
2019-02-25,0.49,0.49,6.52%,开放申购,开放赎回,
2019-02-22,0.46,0.46,3.60%,开放申购,开放赎回,
2019-02-21,0.444,0.444,0.45%,开放申购,开放赎回,
2019-02-20,0.442,0.442,-0.67%,开放申购,开放赎回,
2019-02-19,0.445,0.445,0.23%,开放申购,开放赎回,
2019-02-18,0.444,0.444,3.02%,开放申购,开放赎回,
2019-02-15,0.431,0.431,0.23%,开放申购,开放赎回,
2019-02-14,0.43,0.43,0.94%,开放申购,开放赎回,
2019-02-13,0.426,0.426,2.90%,开放申购,开放赎回,
2019-02-12,0.414,0.414,2.22%,开放申购,开放赎回,
2019-02-11,0.405,0.405,3.32%,开放申购,开放赎回,
2019-02-01,0.392,0.392,2.08%,开放申购,开放赎回,
2019-01-31,0.384,0.384,-2.29%,开放申购,开放赎回,
2019-01-30,0.393,0.393,-1.50%,开放申购,开放赎回,
2019-01-29,0.399,0.399,-1.24%,开放申购,开放赎回,
2019-01-28,0.404,0.404,-1.22%,开放申购,开放赎回,
2019-01-25,0.409,0.409,-0.97%,开放申购,开放赎回,
2019-01-24,0.413,0.413,0.49%,开放申购,开放赎回,
2019-01-23,0.411,0.411,0.00%,开放申购,开放赎回,
2019-01-22,0.411,0.411,-1.44%,开放申购,开放赎回,
2019-01-21,0.417,0.417,1.21%,开放申购,开放赎回,
2019-01-18,0.412,0.412,0.49%,开放申购,开放赎回,
2019-01-17,0.41,0.41,-1.44%,开放申购,开放赎回,
2019-01-16,0.416,0.416,-0.72%,开放申购,开放赎回,
2019-01-15,0.419,0.419,1.95%,开放申购,开放赎回,
2019-01-14,0.411,0.411,-1.91%,开放申购,开放赎回,
2019-01-11,0.419,0.419,0.48%,开放申购,开放赎回,
2019-01-10,0.417,0.417,-0.71%,开放申购,开放赎回,
2019-01-09,0.42,0.42,-0.47%,开放申购,开放赎回,
2019-01-08,0.422,0.422,-0.47%,开放申购,开放赎回,
2019-01-07,0.424,0.424,2.42%,开放申购,开放赎回,
2019-01-04,0.414,0.414,3.24%,开放申购,开放赎回,
2019-01-03,0.401,0.401,-2.20%,开放申购,开放赎回,
2019-01-02,0.41,0.41,-0.97%,开放申购,开放赎回,
2018-12-31,0.414,0.414,,开放申购,开放赎回,
2018-12-28,0.414,0.414,0.00%,开放申购,开放赎回,
2018-12-27,0.414,0.414,-1.19%,开放申购,开放赎回,
2018-12-26,0.419,0.419,-0.71%,开放申购,开放赎回,
2018-12-25,0.422,0.422,0.24%,开放申购,开放赎回,
2018-12-24,0.421,0.421,2.18%,开放申购,开放赎回,
2018-12-21,0.412,0.412,0.49%,开放申购,开放赎回,
2018-12-20,0.41,0.41,0.00%,开放申购,开放赎回,
2018-12-19,0.41,0.41,-1.68%,开放申购,开放赎回,
2018-12-18,0.417,0.417,-0.71%,开放申购,开放赎回,
2018-12-17,0.42,0.42,-0.94%,开放申购,开放赎回,
2018-12-14,0.424,0.424,-2.08%,开放申购,开放赎回,
2018-12-13,0.433,0.433,1.41%,开放申购,开放赎回,
2018-12-12,0.427,0.427,-0.70%,开放申购,开放赎回,
2018-12-11,0.43,0.43,0.47%,开放申购,开放赎回,
2018-12-10,0.428,0.428,-1.38%,开放申购,开放赎回,
2018-12-07,0.434,0.434,1.17%,开放申购,开放赎回,
2018-12-06,0.429,0.429,-3.38%,开放申购,开放赎回,
2018-12-05,0.444,0.444,-0.45%,开放申购,开放赎回,
2018-12-04,0.446,0.446,0.00%,开放申购,开放赎回,
2018-12-03,0.446,0.446,3.48%,开放申购,开放赎回,
2018-11-30,0.431,0.431,0.47%,开放申购,开放赎回,
2018-11-29,0.429,0.429,-2.50%,开放申购,开放赎回,
2018-11-28,0.44,0.44,0.69%,开放申购,开放赎回,
2018-11-27,0.437,0.437,1.16%,开放申购,开放赎回,
2018-11-26,0.432,0.432,-0.23%,开放申购,开放赎回,
2018-11-23,0.433,0.433,-3.56%,开放申购,开放赎回,
2018-11-22,0.449,0.449,-0.44%,开放申购,开放赎回,
2018-11-21,0.451,0.451,-0.66%,开放申购,开放赎回,
2018-11-20,0.454,0.454,-2.99%,开放申购,开放赎回,
2018-11-19,0.468,0.468,-0.43%,开放申购,开放赎回,
2018-11-16,0.47,0.47,1.08%,开放申购,开放赎回,
2018-11-15,0.465,0.465,2.20%,开放申购,开放赎回,
2018-11-14,0.455,0.455,-0.87%,开放申购,开放赎回,
2018-11-13,0.459,0.459,0.66%,开放申购,开放赎回,
2018-11-12,0.456,0.456,3.64%,开放申购,开放赎回,
2018-11-09,0.44,0.44,0.46%,开放申购,开放赎回,
2018-11-08,0.438,0.438,-1.35%,开放申购,开放赎回,
2018-11-07,0.444,0.444,-0.22%,开放申购,开放赎回,
2018-11-06,0.445,0.445,-0.22%,开放申购,开放赎回,
2018-11-05,0.446,0.446,0.22%,开放申购,开放赎回,
2018-11-02,0.445,0.445,4.46%,开放申购,开放赎回,
2018-11-01,0.426,0.426,1.43%,开放申购,开放赎回,
2018-10-31,0.42,0.42,1.20%,开放申购,开放赎回,
2018-10-30,0.415,0.415,-0.24%,开放申购,开放赎回,
2018-10-29,0.416,0.416,-1.19%,开放申购,开放赎回,
2018-10-26,0.421,0.421,-1.41%,开放申购,开放赎回,
2018-10-25,0.427,0.427,-1.39%,开放申购,开放赎回,
2018-10-24,0.433,0.433,-1.59%,开放申购,开放赎回,
2018-10-23,0.44,0.44,-2.00%,开放申购,开放赎回,
2018-10-22,0.449,0.449,5.15%,开放申购,开放赎回,
2018-10-19,0.427,0.427,3.89%,开放申购,开放赎回,
2018-10-18,0.411,0.411,-1.91%,开放申购,开放赎回,
2018-10-17,0.419,0.419,-0.48%,开放申购,开放赎回,
2018-10-16,0.421,0.421,-4.75%,开放申购,开放赎回,
2018-10-15,0.442,0.442,-1.34%,开放申购,开放赎回,
2018-10-12,0.448,0.448,1.13%,开放申购,开放赎回,
2018-10-11,0.443,0.443,-5.74%,开放申购,开放赎回,
2018-10-10,0.47,0.47,-0.84%,开放申购,开放赎回,
2018-10-09,0.474,0.474,-0.21%,开放申购,开放赎回,
2018-10-08,0.475,0.475,-3.85%,开放申购,开放赎回,
2018-09-28,0.494,0.494,0.82%,开放申购,开放赎回,
2018-09-27,0.49,0.49,-1.80%,开放申购,开放赎回,
2018-09-26,0.499,0.499,0.60%,开放申购,开放赎回,
2018-09-25,0.496,0.496,-0.80%,开放申购,开放赎回,
2018-09-21,0.5,0.5,1.83%,开放申购,开放赎回,
2018-09-20,0.491,0.491,0.00%,开放申购,开放赎回,
2018-09-19,0.491,0.491,1.45%,开放申购,开放赎回,
2018-09-18,0.484,0.484,0.83%,开放申购,开放赎回,
2018-09-17,0.48,0.48,-1.84%,开放申购,开放赎回,
2018-09-14,0.489,0.489,-1.41%,开放申购,开放赎回,
2018-09-13,0.496,0.496,0.00%,开放申购,开放赎回,
2018-09-12,0.496,0.496,-0.20%,开放申购,开放赎回,
2018-09-11,0.497,0.497,-0.20%,开放申购,开放赎回,
2018-09-10,0.498,0.498,-2.16%,开放申购,开放赎回,
2018-09-07,0.509,0.509,0.00%,开放申购,开放赎回,
2018-09-06,0.509,0.509,-0.59%,开放申购,开放赎回,
2018-09-05,0.512,0.512,-1.16%,开放申购,开放赎回,
2018-09-04,0.518,0.518,1.57%,开放申购,开放赎回,
2018-09-03,0.51,0.51,-0.39%,开放申购,开放赎回,
2018-08-31,0.512,0.512,-2.10%,开放申购,开放赎回,
2018-08-30,0.523,0.523,-1.69%,开放申购,开放赎回,
2018-08-29,0.532,0.532,-0.56%,开放申购,开放赎回,
2018-08-28,0.535,0.535,0.75%,开放申购,开放赎回,
2018-08-27,0.531,0.531,2.51%,开放申购,开放赎回,
2018-08-24,0.518,0.518,0.00%,开放申购,开放赎回,
2018-08-23,0.518,0.518,1.77%,开放申购,开放赎回,
2018-08-22,0.509,0.509,-1.17%,开放申购,开放赎回,
2018-08-21,0.515,0.515,1.58%,开放申购,开放赎回,
2018-08-20,0.507,0.507,0.80%,开放申购,开放赎回,
2018-08-17,0.503,0.503,-1.95%,开放申购,开放赎回,
2018-08-16,0.513,0.513,-1.16%,开放申购,开放赎回,
2018-08-15,0.519,0.519,-1.52%,开放申购,开放赎回,
2018-08-14,0.527,0.527,-1.13%,开放申购,开放赎回,
2018-08-13,0.533,0.533,0.95%,开放申购,开放赎回,
2018-08-10,0.528,0.528,0.76%,开放申购,开放赎回,
2018-08-09,0.524,0.524,2.95%,开放申购,开放赎回,
2018-08-08,0.509,0.509,-1.55%,开放申购,开放赎回,
2018-08-07,0.517,0.517,3.40%,开放申购,开放赎回,
2018-08-06,0.5,0.5,-2.91%,开放申购,开放赎回,
2018-08-03,0.515,0.515,-2.46%,开放申购,开放赎回,
2018-08-02,0.528,0.528,-2.40%,开放申购,开放赎回,
2018-08-01,0.541,0.541,-1.64%,开放申购,开放赎回,
2018-07-31,0.55,0.55,0.18%,开放申购,开放赎回,
2018-07-30,0.549,0.549,-1.96%,开放申购,开放赎回,
2018-07-27,0.56,0.56,-0.71%,开放申购,开放赎回,
2018-07-26,0.564,0.564,-1.23%,开放申购,开放赎回,
2018-07-25,0.571,0.571,-1.21%,开放申购,开放赎回,
2018-07-24,0.578,0.578,1.05%,开放申购,开放赎回,
2018-07-23,0.572,0.572,1.06%,开放申购,开放赎回,
2018-07-20,0.566,0.566,0.71%,开放申购,开放赎回,
2018-07-19,0.562,0.562,-0.35%,开放申购,开放赎回,
2018-07-18,0.564,0.564,-1.23%,开放申购,开放赎回,
2018-07-17,0.571,0.571,0.53%,开放申购,开放赎回,
2018-07-16,0.568,0.568,0.18%,开放申购,开放赎回,
2018-07-13,0.567,0.567,1.25%,开放申购,开放赎回,
2018-07-12,0.56,0.56,2.56%,开放申购,开放赎回,
2018-07-11,0.546,0.546,-2.15%,开放申购,开放赎回,
2018-07-10,0.558,0.558,0.54%,开放申购,开放赎回,
2018-07-09,0.555,0.555,2.02%,开放申购,开放赎回,
2018-07-06,0.544,0.544,-1.09%,开放申购,开放赎回,
2018-07-05,0.55,0.55,-1.43%,开放申购,开放赎回,
2018-07-04,0.558,0.558,-2.11%,开放申购,开放赎回,
2018-07-03,0.57,0.57,0.00%,开放申购,开放赎回,
2018-07-02,0.57,0.57,-0.18%,开放申购,开放赎回,
2018-06-30,0.571,0.571,,开放申购,开放赎回,
2018-06-29,0.571,0.571,3.63%,开放申购,开放赎回,
2018-06-28,0.551,0.551,-1.08%,开放申购,开放赎回,
2018-06-27,0.557,0.557,-0.71%,开放申购,开放赎回,
2018-06-26,0.561,0.561,0.54%,开放申购,开放赎回,
2018-06-25,0.558,0.558,-1.59%,开放申购,开放赎回,
2018-06-22,0.567,0.567,1.80%,开放申购,开放赎回,
